,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,
0,1,980.1,...,13.5,...,100,0.0,0,...,...,6.0,...,...,...,...,...,...,2019-01-01 00:00:00
1,2,979.7,...,13.4,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-01 01:00:00
2,3,979.2,...,13.5,...,100,0.1,0,...,...,3.5,...,...,...,...,...,...,2019-01-01 02:00:00
3,4,979.1,...,13.4,...,100,0.1,0,...,...,3.0,...,...,...,...,...,...,2019-01-01 03:00:00
4,5,979.2,...,13.4,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-01 04:00:00
5,6,979.7,...,13.6,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 05:00:00
6,7,980.6,...,13.4,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-01 06:00:00
7,8,981.2,...,13.5,...,100,0.1,0,...,...,2.0,...,...,...,...,...,...,2019-01-01 07:00:00
8,9,981.6,...,13.5,...,100,0.1,0,...,...,3.5,...,...,...,...,...,...,2019-01-01 08:00:00
9,10,981.5,...,13.5,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 09:00:00
10,11,980.9,...,13.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 10:00:00
11,12,979.6,...,13.4,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-01 11:00:00
12,13,978.9,...,13.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 12:00:00
13,14,978.3,...,13.5,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-01 13:00:00
14,15,978.5,...,13.6,...,100,0.2,0,...,...,3.0,...,...,...,...,...,...,2019-01-01 14:00:00
15,16,979.1,...,13.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 15:00:00
16,17,979.9,...,13.1,...,100,0.1,0,...,...,4.0,...,...,...,...,...,...,2019-01-01 16:00:00
17,18,980.1,...,13.0,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-01 17:00:00
18,19,979.9,...,13.3,...,100,0.1,0,...,...,5.0,...,...,...,...,...,...,2019-01-01 18:00:00
19,20,979.8,...,13.4,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-01 19:00:00
20,21,980.1,...,13.4,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-01 20:00:00
21,22,980.1,...,13.4,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-01 21:00:00
22,23,980.1,...,13.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-01 22:00:00
23,24,980.1,...,13.3,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-01 23:00:00
0,1,979.9,...,13.3,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-02 00:00:00
1,2,979.6,...,13.2,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 01:00:00
2,3,979.4,...,13.2,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-02 02:00:00
3,4,978.9,...,13.3,...,100,0.1,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 03:00:00
4,5,979.0,...,13.5,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 04:00:00
5,6,979.2,...,13.5,...,100,0.1,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 05:00:00
6,7,980.2,...,13.9,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-02 06:00:00
7,8,980.6,...,13.9,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-02 07:00:00
8,9,980.9,...,14.0,...,100,0.1,0,...,...,4.5,...,...,...,...,...,...,2019-01-02 08:00:00
9,10,981.0,...,13.9,...,100,0.1,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 09:00:00
10,11,979.7,...,13.9,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-02 10:00:00
11,12,978.3,...,14.0,...,100,0.1,0,...,...,1.0,...,...,...,...,...,...,2019-01-02 11:00:00
12,13,977.7,...,14.0,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-02 12:00:00
13,14,976.8,...,14.2,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-02 13:00:00
14,15,976.8,...,14.3,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-02 14:00:00
15,16,977.2,...,14.5,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-02 15:00:00
16,17,977.7,...,14.8,...,100,0.3,108,...,...,2.5,...,...,...,...,...,...,2019-01-02 16:00:00
17,18,978.0,...,14.8,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-02 17:00:00
18,19,978.3,...,14.9,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-02 18:00:00
19,20,978.7,...,15.1,...,100,0.2,0,...,...,2.0,...,...,...,...,...,...,2019-01-02 19:00:00
20,21,978.5,...,15.5,...,100,0.1,0,...,...,3.5,...,...,...,...,...,...,2019-01-02 20:00:00
21,22,978.2,...,15.5,...,100,0.0,0,...,...,5.0,...,...,...,...,...,...,2019-01-02 21:00:00
22,23,978.2,...,15.4,...,100,0.0,0,...,...,4.0,...,...,...,...,...,...,2019-01-02 22:00:00
23,24,977.9,...,15.5,...,100,0.0,0,...,...,4.0,...,...,...,...,...,...,2019-01-02 23:00:00
0,1,977.9,...,15.5,...,100,0.1,0,...,...,2.0,...,...,...,...,...,...,2019-01-03 00:00:00
1,2,977.9,...,15.4,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-03 01:00:00
2,3,977.9,...,15.3,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-03 02:00:00
3,4,977.5,...,15.2,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-03 03:00:00
4,5,977.8,...,15.2,...,100,0.2,0,...,...,3.0,...,...,...,...,...,...,2019-01-03 04:00:00
5,6,978.3,...,15.2,...,100,0.1,0,...,...,2.5,...,...,...,...,...,...,2019-01-03 05:00:00
6,7,978.9,...,15.2,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-03 06:00:00
7,8,979.9,...,15.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-03 07:00:00
8,9,980.4,...,15.4,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 08:00:00
9,10,980.2,...,15.7,...,100,0.1,0,...,...,2.5,...,...,...,...,...,...,2019-01-03 09:00:00
10,11,979.6,...,15.7,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-03 10:00:00
11,12,979.1,...,15.6,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 11:00:00
12,13,978.1,...,16.0,...,100,0.2,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 12:00:00
13,14,977.8,...,15.9,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-03 13:00:00
14,15,977.8,...,15.9,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 14:00:00
15,16,978.0,...,16.0,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 15:00:00
16,17,978.7,...,16.1,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 16:00:00
17,18,978.9,...,16.2,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-03 17:00:00
18,19,979.2,...,16.4,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-03 18:00:00
19,20,979.0,...,16.5,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-03 19:00:00
20,21,978.5,...,16.8,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-03 20:00:00
21,22,978.2,...,17.2,...,100,0.2,0,...,...,5.5,...,...,...,...,...,...,2019-01-03 21:00:00
22,23,977.7,...,17.6,...,100,0.2,0,...,...,2.0,...,...,...,...,...,...,2019-01-03 22:00:00
23,24,977.5,...,17.7,...,100,0.3,107,...,...,2.5,...,...,...,...,...,...,2019-01-03 23:00:00
0,1,977.2,...,17.9,...,100,0.5,105,...,...,3.0,...,...,...,...,...,...,2019-01-04 00:00:00
1,2,976.8,...,18.2,...,100,0.1,0,...,...,4.5,...,...,...,...,...,...,2019-01-04 01:00:00
2,3,976.1,...,18.1,...,100,0.2,0,...,...,3.5,...,...,...,...,...,...,2019-01-04 02:00:00
3,4,975.9,...,18.0,...,100,0.1,0,...,...,1.5,...,...,...,...,...,...,2019-01-04 03:00:00
4,5,975.9,...,17.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-04 04:00:00
5,6,976.0,...,18.2,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-04 05:00:00
6,7,976.3,...,18.6,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-04 06:00:00
7,8,976.5,...,18.9,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-04 07:00:00
8,9,976.9,...,19.3,...,100,0.4,125,...,...,0.0,...,...,...,...,...,...,2019-01-04 08:00:00
9,10,976.5,...,19.9,...,100,0.3,120,...,...,0.0,...,...,...,...,...,...,2019-01-04 09:00:00
10,11,975.7,...,19.9,...,100,0.3,136,...,...,0.0,...,...,...,...,...,...,2019-01-04 10:00:00
11,12,974.3,...,20.8,...,96,0.6,128,...,...,0.0,...,...,...,...,...,...,2019-01-04 11:00:00
12,13,973.4,...,21.7,...,92,0.5,134,...,...,0.0,...,...,...,...,...,...,2019-01-04 12:00:00
13,14,973.0,...,20.7,...,96,0.4,124,...,...,0.0,...,...,...,...,...,...,2019-01-04 13:00:00
14,15,972.9,...,20.3,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 14:00:00
15,16,972.9,...,20.0,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 15:00:00
16,17,973.5,...,19.9,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 16:00:00
17,18,974.3,...,19.2,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 17:00:00
18,19,974.7,...,18.9,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 18:00:00
19,20,974.9,...,18.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 19:00:00
20,21,974.8,...,18.3,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 20:00:00
21,22,974.5,...,18.1,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 21:00:00
22,23,974.1,...,18.0,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 22:00:00
23,24,974.4,...,17.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 23:00:00
0,1,974.4,...,17.9,...,100,0.7,278,...,...,0.0,...,...,...,...,...,...,2019-01-05 00:00:00
1,2,973.9,...,17.5,...,100,0.3,292,...,...,0.0,...,...,...,...,...,...,2019-01-05 01:00:00
2,3,973.3,...,17.2,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 02:00:00
3,4,972.8,...,16.9,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 03:00:00
4,5,972.7,...,16.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 04:00:00
5,6,973.1,...,16.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 05:00:00
6,7,973.3,...,16.0,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 06:00:00
7,8,973.6,...,16.6,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 07:00:00
8,9,974.0,...,17.4,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 08:00:00
9,10,974.7,...,18.0,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 09:00:00
10,11,974.4,...,19.2,...,95,0.5,311,...,...,0.0,...,...,...,...,...,...,2019-01-05 10:00:00
11,12,973.6,...,19.4,...,92,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 11:00:00
12,13,973.0,...,19.3,...,92,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 12:00:00
13,14,972.8,...,18.9,...,95,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 13:00:00
14,15,972.6,...,17.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 14:00:00
15,16,972.6,...,17.0,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 15:00:00
16,17,972.9,...,16.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 16:00:00
17,18,973.4,...,16.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 17:00:00
18,19,973.9,...,16.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 18:00:00
19,20,974.0,...,16.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 19:00:00
20,21,974.3,...,16.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 20:00:00
21,22,974.1,...,16.8,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-05 21:00:00
22,23,973.9,...,16.8,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-05 22:00:00
23,24,973.7,...,16.8,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-05 23:00:00
0,1,973.9,...,16.8,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 00:00:00
1,2,973.8,...,16.8,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-06 01:00:00
2,3,973.8,...,16.2,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-06 02:00:00
3,4,974.0,...,15.2,...,100,0.3,322,...,...,2.0,...,...,...,...,...,...,2019-01-06 03:00:00
4,5,974.4,...,14.9,...,100,0.2,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 04:00:00
5,6,974.6,...,15.3,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 05:00:00
6,7,975.1,...,15.5,...,100,0.1,0,...,...,1.5,...,...,...,...,...,...,2019-01-06 06:00:00
7,8,975.8,...,15.7,...,100,0.2,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 07:00:00
8,9,976.5,...,15.9,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 08:00:00
9,10,977.0,...,16.0,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-06 09:00:00
10,11,976.7,...,15.3,...,100,0.2,0,...,...,2.5,...,...,...,...,...,...,2019-01-06 10:00:00
11,12,975.9,...,15.2,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-06 11:00:00
12,13,975.1,...,15.1,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-06 12:00:00
13,14,975.0,...,14.9,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-06 13:00:00
14,15,975.0,...,14.8,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-06 14:00:00
15,16,974.9,...,14.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 15:00:00
16,17,975.2,...,14.6,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 16:00:00
17,18,975.6,...,14.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 17:00:00
18,19,975.9,...,14.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 18:00:00
19,20,976.3,...,14.9,...,100,0.1,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 19:00:00
20,21,976.3,...,14.9,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-06 20:00:00
21,22,976.1,...,14.8,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 21:00:00
22,23,975.9,...,14.8,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 22:00:00
23,24,975.8,...,14.8,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 23:00:00
0,1,975.6,...,15.1,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 00:00:00
1,2,975.1,...,15.1,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 01:00:00
2,3,974.5,...,15.2,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 02:00:00
3,4,974.3,...,15.3,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 03:00:00
4,5,974.5,...,15.4,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 04:00:00
5,6,974.9,...,15.6,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 05:00:00
6,7,974.9,...,15.7,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-07 06:00:00
7,8,975.4,...,15.9,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-07 07:00:00
8,9,975.6,...,16.2,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-07 08:00:00
9,10,975.7,...,16.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 09:00:00
10,11,974.8,...,16.8,...,100,0.1,0,...,...,0.5,...,...,...,...,...,...,2019-01-07 10:00:00
11,12,973.8,...,17.2,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 11:00:00
12,13,972.8,...,17.9,...,100,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 12:00:00
13,14,972.4,...,18.1,...,100,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 13:00:00
14,15,972.4,...,18.3,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 14:00:00
15,16,972.4,...,18.2,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 15:00:00
16,17,972.7,...,17.9,...,100,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 16:00:00
17,18,972.8,...,17.6,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 17:00:00
18,19,973.1,...,17.6,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 18:00:00
19,20,973.5,...,17.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 19:00:00
20,21,973.6,...,17.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 20:00:00
21,22,973.4,...,17.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 21:00:00
22,23,973.4,...,16.9,...,100,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 22:00:00
23,24,973.0,...,16.3,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 23:00:00
0,1,973.2,...,15.9,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 00:00:00
1,2,973.3,...,15.6,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 01:00:00
2,3,973.4,...,15.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 02:00:00
3,4,973.3,...,15.1,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 03:00:00
4,5,973.9,...,15.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 04:00:00
5,6,974.1,...,16.7,...,100,0.3,327,...,...,0.0,...,...,...,...,...,...,2019-01-08 05:00:00
6,7,974.8,...,17.3,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-08 06:00:00
7,8,975.6,...,17.0,...,100,0.2,0,...,...,1.5,...,...,...,...,...,...,2019-01-08 07:00:00
8,9,976.1,...,16.7,...,100,0.3,343,...,...,1.0,...,...,...,...,...,...,2019-01-08 08:00:00
9,10,976.2,...,16.6,...,100,0.1,0,...,...,1.0,...,...,...,...,...,...,2019-01-08 09:00:00
10,11,976.0,...,16.4,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-08 10:00:00
11,12,975.2,...,16.4,...,100,0.1,0,...,...,1.5,...,...,...,...,...,...,2019-01-08 11:00:00
12,13,974.5,...,16.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-08 12:00:00
13,14,973.9,...,16.2,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-08 13:00:00
14,15,973.6,...,16.2,...,100,0.1,0,...,...,1.5,...,...,...,...,...,...,2019-01-08 14:00:00
15,16,974.3,...,16.2,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-08 15:00:00
16,17,974.8,...,16.0,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-08 16:00:00
17,18,975.2,...,15.9,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-08 17:00:00
18,19,975.8,...,16.0,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-08 18:00:00
19,20,976.0,...,16.1,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-08 19:00:00
20,21,976.5,...,15.8,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-08 20:00:00
21,22,976.8,...,15.5,...,100,0.1,0,...,...,3.5,...,...,...,...,...,...,2019-01-08 21:00:00
22,23,977.2,...,15.3,...,100,0.0,0,...,...,3.5,...,...,...,...,...,...,2019-01-08 22:00:00
23,24,977.2,...,15.0,...,100,0.0,0,...,...,3.0,...,...,...,...,...,...,2019-01-08 23:00:00
0,1,977.3,...,14.6,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-09 00:00:00
1,2,977.4,...,14.4,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-09 01:00:00
2,3,977.4,...,14.1,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 02:00:00
3,4,977.4,...,13.9,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 03:00:00
4,5,977.7,...,13.7,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 04:00:00
5,6,978.1,...,13.6,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 05:00:00
6,7,978.3,...,13.6,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 06:00:00
7,8,978.7,...,13.9,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 07:00:00
8,9,978.9,...,14.2,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-09 08:00:00
9,10,978.7,...,14.6,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-09 09:00:00
10,11,978.2,...,15.1,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-09 10:00:00
11,12,977.1,...,15.3,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-09 11:00:00
12,13,976.1,...,15.5,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 12:00:00
13,14,975.3,...,15.6,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 13:00:00
14,15,975.1,...,15.5,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-09 14:00:00
15,16,975.1,...,15.4,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 15:00:00
16,17,975.2,...,15.7,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 16:00:00
17,18,975.5,...,15.9,...,100,0.0,0,...,...,1.5,...,...,...,...,...,...,2019-01-09 17:00:00
18,19,975.7,...,16.1,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-09 18:00:00
19,20,975.9,...,16.3,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 19:00:00
20,21,975.8,...,16.5,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 20:00:00
21,22,975.4,...,16.8,...,100,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-09 21:00:00
22,23,975.0,...,17.0,...,100,0.0,0,...,...,2.5,...,...,...,...,...,...,2019-01-09 22:00:00
23,24,974.5,...,17.2,...,100,0.0,0,...,...,2.0,...,...,...,...,...,...,2019-01-09 23:00:00
0,1,974.1,...,17.2,...,100,0.1,0,...,...,0.5,...,...,...,...,...,...,2019-01-10 00:00:00
1,2,973.9,...,17.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 01:00:00
2,3,973.6,...,17.6,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 02:00:00
3,4,973.3,...,17.7,...,100,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-10 03:00:00
4,5,973.1,...,17.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 04:00:00
5,6,973.2,...,17.4,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 05:00:00
6,7,973.4,...,17.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 06:00:00
7,8,973.8,...,18.0,...,100,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 07:00:00
8,9,974.4,...,19.0,...,100,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 08:00:00
9,10,974.6,...,21.9,...,96,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 09:00:00
10,11,974.0,...,21.9,...,93,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 10:00:00
11,12,973.1,...,23.4,...,85,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 11:00:00
12,13,972.1,...,23.0,...,85,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 12:00:00
13,14,971.4,...,22.8,...,87,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 13:00:00
14,15,971.5,...,21.2,...,92,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 14:00:00
15,16,971.7,...,21.0,...,93,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 15:00:00
16,17,972.1,...,19.7,...,98,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 16:00:00
17,18,972.6,...,19.0,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 17:00:00
18,19,972.8,...,18.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 18:00:00
19,20,972.8,...,17.9,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 19:00:00
20,21,973.0,...,17.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 20:00:00
21,22,973.0,...,17.6,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 21:00:00
22,23,973.0,...,17.4,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 22:00:00
23,24,972.7,...,16.7,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 23:00:00
0,1,972.6,...,16.5,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 00:00:00
1,2,972.4,...,16.2,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 01:00:00
2,3,972.1,...,16.8,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 02:00:00
3,4,971.6,...,16.3,...,100,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 03:00:00
