,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,
0,1,993.6,...,14.0,...,99,1.0,283,...,...,1.0,...,...,...,...,...,...,2019-01-01 00:00:00
1,2,993.3,...,14.0,...,99,0.2,0,...,...,1.5,...,...,...,...,...,...,2019-01-01 01:00:00
2,3,992.8,...,14.0,...,99,0.6,353,...,...,0.5,...,...,...,...,...,...,2019-01-01 02:00:00
3,4,992.6,...,14.0,...,99,2.5,59,...,...,1.0,...,...,...,...,...,...,2019-01-01 03:00:00
4,5,992.7,...,13.9,...,99,1.8,58,...,...,0.5,...,...,...,...,...,...,2019-01-01 04:00:00
5,6,993.2,...,14.0,...,99,0.3,292,...,...,1.0,...,...,...,...,...,...,2019-01-01 05:00:00
6,7,993.9,...,14.1,...,99,2.4,63,...,...,0.5,...,...,...,...,...,...,2019-01-01 06:00:00
7,8,994.6,...,14.2,...,99,2.4,59,...,...,0.5,...,...,...,...,...,...,2019-01-01 07:00:00
8,9,995.0,...,14.5,...,99,2.6,77,...,...,0.5,...,...,...,...,...,...,2019-01-01 08:00:00
9,10,994.7,...,14.7,...,99,2.9,67,...,...,0.0,...,...,...,...,...,...,2019-01-01 09:00:00
10,11,994.3,...,14.7,...,99,2.7,77,...,...,0.0,...,...,...,...,...,...,2019-01-01 10:00:00
11,12,993.1,...,14.5,...,99,3.1,59,...,...,0.0,...,...,...,...,...,...,2019-01-01 11:00:00
12,13,992.2,...,14.7,...,99,1.2,56,...,...,0.5,...,...,...,...,...,...,2019-01-01 12:00:00
13,14,991.7,...,14.4,...,99,3.1,64,...,...,0.0,...,...,...,...,...,...,2019-01-01 13:00:00
14,15,991.9,...,14.4,...,99,2.3,65,...,...,0.5,...,...,...,...,...,...,2019-01-01 14:00:00
15,16,992.5,...,14.3,...,99,2.9,61,...,...,0.5,...,...,...,...,...,...,2019-01-01 15:00:00
16,17,993.1,...,14.0,...,99,2.5,67,...,...,1.0,...,...,...,...,...,...,2019-01-01 16:00:00
17,18,993.5,...,13.8,...,99,3.3,62,...,...,0.0,...,...,...,...,...,...,2019-01-01 17:00:00
18,19,993.2,...,13.8,...,99,2.6,55,...,...,1.0,...,...,...,...,...,...,2019-01-01 18:00:00
19,20,993.2,...,14.1,...,99,3.2,81,...,...,0.0,...,...,...,...,...,...,2019-01-01 19:00:00
20,21,993.4,...,14.1,...,99,2.3,66,...,...,0.5,...,...,...,...,...,...,2019-01-01 20:00:00
21,22,993.4,...,14.1,...,99,3.0,63,...,...,0.5,...,...,...,...,...,...,2019-01-01 21:00:00
22,23,993.3,...,14.0,...,99,2.7,61,...,...,0.5,...,...,...,...,...,...,2019-01-01 22:00:00
23,24,993.4,...,13.9,...,99,2.6,68,...,...,0.5,...,...,...,...,...,...,2019-01-01 23:00:00
0,1,993.1,...,14.0,...,99,2.5,60,...,...,0.0,...,...,...,...,...,...,2019-01-02 00:00:00
1,2,993.0,...,13.9,...,99,2.4,62,...,...,0.5,...,...,...,...,...,...,2019-01-02 01:00:00
2,3,992.7,...,13.8,...,99,3.1,68,...,...,0.0,...,...,...,...,...,...,2019-01-02 02:00:00
3,4,992.2,...,13.9,...,99,2.5,70,...,...,0.0,...,...,...,...,...,...,2019-01-02 03:00:00
4,5,992.6,...,13.9,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-02 04:00:00
5,6,992.7,...,14.0,...,99,1.9,62,...,...,1.0,...,...,...,...,...,...,2019-01-02 05:00:00
6,7,993.8,...,14.1,...,99,0.9,32,...,...,0.0,...,...,...,...,...,...,2019-01-02 06:00:00
7,8,994.1,...,14.5,...,99,2.4,64,...,...,1.0,...,...,...,...,...,...,2019-01-02 07:00:00
8,9,994.3,...,14.7,...,99,2.7,53,...,...,0.5,...,...,...,...,...,...,2019-01-02 08:00:00
9,10,994.1,...,14.8,...,99,3.4,60,...,...,0.5,...,...,...,...,...,...,2019-01-02 09:00:00
10,11,992.8,...,14.9,...,99,3.1,55,...,...,0.0,...,...,...,...,...,...,2019-01-02 10:00:00
11,12,991.6,...,15.1,...,99,3.9,68,...,...,0.0,...,...,...,...,...,...,2019-01-02 11:00:00
12,13,990.8,...,15.2,...,99,2.8,66,...,...,0.0,...,...,...,...,...,...,2019-01-02 12:00:00
13,14,989.9,...,15.5,...,99,3.0,64,...,...,0.0,...,...,...,...,...,...,2019-01-02 13:00:00
14,15,990.1,...,15.4,...,99,2.9,67,...,...,0.5,...,...,...,...,...,...,2019-01-02 14:00:00
15,16,990.4,...,15.3,...,99,2.5,57,...,...,0.5,...,...,...,...,...,...,2019-01-02 15:00:00
16,17,990.9,...,15.3,...,99,2.1,54,...,...,0.5,...,...,...,...,...,...,2019-01-02 16:00:00
17,18,991.1,...,15.4,...,99,2.4,60,...,...,0.5,...,...,...,...,...,...,2019-01-02 17:00:00
18,19,991.6,...,15.5,...,99,2.3,62,...,...,0.5,...,...,...,...,...,...,2019-01-02 18:00:00
19,20,991.8,...,15.5,...,99,1.3,71,...,...,1.0,...,...,...,...,...,...,2019-01-02 19:00:00
20,21,991.7,...,15.6,...,99,0.4,39,...,...,0.5,...,...,...,...,...,...,2019-01-02 20:00:00
21,22,991.4,...,15.8,...,99,2.3,57,...,...,1.0,...,...,...,...,...,...,2019-01-02 21:00:00
22,23,991.4,...,15.9,...,99,1.7,46,...,...,1.0,...,...,...,...,...,...,2019-01-02 22:00:00
23,24,991.5,...,15.9,...,99,0.6,21,...,...,1.0,...,...,...,...,...,...,2019-01-02 23:00:00
0,1,991.4,...,16.0,...,99,0.6,47,...,...,0.5,...,...,...,...,...,...,2019-01-03 00:00:00
1,2,991.1,...,15.9,...,99,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-03 01:00:00
2,3,991.0,...,15.8,...,99,1.3,70,...,...,0.5,...,...,...,...,...,...,2019-01-03 02:00:00
3,4,990.8,...,15.7,...,99,1.9,56,...,...,0.5,...,...,...,...,...,...,2019-01-03 03:00:00
4,5,991.5,...,15.7,...,99,0.1,0,...,...,0.5,...,...,...,...,...,...,2019-01-03 04:00:00
5,6,991.6,...,15.7,...,99,1.9,36,...,...,0.5,...,...,...,...,...,...,2019-01-03 05:00:00
6,7,992.3,...,15.7,...,99,1.3,55,...,...,0.5,...,...,...,...,...,...,2019-01-03 06:00:00
7,8,993.2,...,15.9,...,99,1.6,62,...,...,0.5,...,...,...,...,...,...,2019-01-03 07:00:00
8,9,993.8,...,16.3,...,99,2.6,62,...,...,0.5,...,...,...,...,...,...,2019-01-03 08:00:00
9,10,993.6,...,16.6,...,99,1.7,74,...,...,0.5,...,...,...,...,...,...,2019-01-03 09:00:00
10,11,992.9,...,16.8,...,99,1.8,69,...,...,0.0,...,...,...,...,...,...,2019-01-03 10:00:00
11,12,992.3,...,17.0,...,99,2.5,52,...,...,0.0,...,...,...,...,...,...,2019-01-03 11:00:00
12,13,991.3,...,17.2,...,99,2.3,70,...,...,0.5,...,...,...,...,...,...,2019-01-03 12:00:00
13,14,991.0,...,17.0,...,99,2.8,72,...,...,0.0,...,...,...,...,...,...,2019-01-03 13:00:00
14,15,991.2,...,17.1,...,99,2.6,67,...,...,0.0,...,...,...,...,...,...,2019-01-03 14:00:00
15,16,991.3,...,17.0,...,99,2.4,49,...,...,0.0,...,...,...,...,...,...,2019-01-03 15:00:00
16,17,991.9,...,16.9,...,99,2.0,61,...,...,0.0,...,...,...,...,...,...,2019-01-03 16:00:00
17,18,992.0,...,16.7,...,99,1.6,69,...,...,0.0,...,...,...,...,...,...,2019-01-03 17:00:00
18,19,992.4,...,16.9,...,99,1.8,60,...,...,0.0,...,...,...,...,...,...,2019-01-03 18:00:00
19,20,992.2,...,17.0,...,99,0.8,49,...,...,0.5,...,...,...,...,...,...,2019-01-03 19:00:00
20,21,991.9,...,17.1,...,99,0.7,71,...,...,0.0,...,...,...,...,...,...,2019-01-03 20:00:00
21,22,991.5,...,17.4,...,99,1.6,72,...,...,1.0,...,...,...,...,...,...,2019-01-03 21:00:00
22,23,990.8,...,17.7,...,99,2.1,70,...,...,0.5,...,...,...,...,...,...,2019-01-03 22:00:00
23,24,990.6,...,18.0,...,99,2.5,57,...,...,0.5,...,...,...,...,...,...,2019-01-03 23:00:00
0,1,990.1,...,18.2,...,99,0.9,45,...,...,0.5,...,...,...,...,...,...,2019-01-04 00:00:00
1,2,989.9,...,18.2,...,99,0.1,0,...,...,0.5,...,...,...,...,...,...,2019-01-04 01:00:00
2,3,989.1,...,18.5,...,99,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-04 02:00:00
3,4,988.8,...,18.5,...,99,0.5,347,...,...,0.0,...,...,...,...,...,...,2019-01-04 03:00:00
4,5,988.9,...,18.4,...,99,1.0,357,...,...,0.5,...,...,...,...,...,...,2019-01-04 04:00:00
5,6,989.1,...,18.3,...,99,0.8,78,...,...,0.0,...,...,...,...,...,...,2019-01-04 05:00:00
6,7,989.4,...,18.2,...,99,1.1,29,...,...,0.0,...,...,...,...,...,...,2019-01-04 06:00:00
7,8,989.7,...,18.9,...,99,0.3,43,...,...,0.0,...,...,...,...,...,...,2019-01-04 07:00:00
8,9,990.0,...,20.5,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 08:00:00
9,10,989.5,...,23.2,...,87,4.2,135,...,...,0.0,...,...,...,...,...,...,2019-01-04 09:00:00
10,11,988.2,...,23.9,...,84,3.0,170,...,...,0.0,...,...,...,...,...,...,2019-01-04 10:00:00
11,12,987.2,...,24.0,...,82,3.0,154,...,...,0.0,...,...,...,...,...,...,2019-01-04 11:00:00
12,13,986.5,...,24.2,...,81,1.2,186,...,...,0.0,...,...,...,...,...,...,2019-01-04 12:00:00
13,14,986.2,...,22.5,...,90,0.5,226,...,...,0.0,...,...,...,...,...,...,2019-01-04 13:00:00
14,15,985.9,...,23.1,...,89,0.5,161,...,...,0.0,...,...,...,...,...,...,2019-01-04 14:00:00
15,16,986.1,...,22.6,...,90,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 15:00:00
16,17,986.6,...,20.6,...,94,2.6,330,...,...,0.0,...,...,...,...,...,...,2019-01-04 16:00:00
17,18,987.5,...,20.0,...,97,0.9,315,...,...,0.0,...,...,...,...,...,...,2019-01-04 17:00:00
18,19,988.0,...,19.1,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 18:00:00
19,20,988.3,...,18.8,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 19:00:00
20,21,988.2,...,18.5,...,99,0.5,251,...,...,0.0,...,...,...,...,...,...,2019-01-04 20:00:00
21,22,987.9,...,18.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 21:00:00
22,23,987.6,...,18.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 22:00:00
23,24,987.9,...,18.3,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 23:00:00
0,1,988.1,...,17.6,...,99,0.6,243,...,...,0.0,...,...,...,...,...,...,2019-01-05 00:00:00
1,2,987.6,...,17.4,...,99,0.4,244,...,...,0.0,...,...,...,...,...,...,2019-01-05 01:00:00
2,3,986.7,...,17.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 02:00:00
3,4,986.1,...,17.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 03:00:00
4,5,985.9,...,17.5,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 04:00:00
5,6,986.3,...,17.2,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 05:00:00
6,7,986.6,...,17.1,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 06:00:00
7,8,987.1,...,17.0,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 07:00:00
8,9,987.4,...,17.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 08:00:00
9,10,988.0,...,18.4,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 09:00:00
10,11,987.9,...,18.8,...,99,0.3,261,...,...,0.0,...,...,...,...,...,...,2019-01-05 10:00:00
11,12,987.0,...,19.8,...,95,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 11:00:00
12,13,986.3,...,19.9,...,94,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 12:00:00
13,14,986.1,...,19.9,...,92,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 13:00:00
14,15,985.8,...,18.9,...,97,1.6,51,...,...,0.0,...,...,...,...,...,...,2019-01-05 14:00:00
15,16,985.8,...,18.7,...,96,2.5,73,...,...,0.0,...,...,...,...,...,...,2019-01-05 15:00:00
16,17,985.9,...,18.0,...,99,2.5,66,...,...,0.0,...,...,...,...,...,...,2019-01-05 16:00:00
17,18,986.6,...,17.6,...,99,1.9,72,...,...,0.0,...,...,...,...,...,...,2019-01-05 17:00:00
18,19,987.0,...,17.4,...,99,2.6,76,...,...,0.0,...,...,...,...,...,...,2019-01-05 18:00:00
19,20,987.4,...,17.4,...,99,1.3,43,...,...,0.0,...,...,...,...,...,...,2019-01-05 19:00:00
20,21,987.4,...,17.4,...,99,1.9,57,...,...,0.0,...,...,...,...,...,...,2019-01-05 20:00:00
21,22,987.3,...,17.3,...,99,1.9,57,...,...,0.0,...,...,...,...,...,...,2019-01-05 21:00:00
22,23,987.1,...,17.3,...,99,1.2,67,...,...,0.5,...,...,...,...,...,...,2019-01-05 22:00:00
23,24,986.9,...,17.2,...,99,0.5,16,...,...,0.0,...,...,...,...,...,...,2019-01-05 23:00:00
0,1,987.2,...,17.3,...,99,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 00:00:00
1,2,987.2,...,17.3,...,99,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 01:00:00
2,3,987.0,...,17.2,...,99,0.3,28,...,...,2.0,...,...,...,...,...,...,2019-01-06 02:00:00
3,4,987.5,...,15.7,...,99,1.3,86,...,...,1.0,...,...,...,...,...,...,2019-01-06 03:00:00
4,5,987.9,...,15.2,...,99,0.5,100,...,...,0.5,...,...,...,...,...,...,2019-01-06 04:00:00
5,6,988.1,...,15.4,...,99,0.2,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 05:00:00
6,7,988.7,...,15.3,...,99,0.0,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 06:00:00
7,8,989.4,...,15.4,...,99,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 07:00:00
8,9,990.1,...,15.6,...,99,0.1,0,...,...,0.5,...,...,...,...,...,...,2019-01-06 08:00:00
9,10,990.5,...,16.1,...,99,0.0,0,...,...,1.0,...,...,...,...,...,...,2019-01-06 09:00:00
10,11,989.9,...,16.2,...,99,1.5,56,...,...,1.0,...,...,...,...,...,...,2019-01-06 10:00:00
11,12,989.1,...,16.3,...,99,0.9,61,...,...,0.5,...,...,...,...,...,...,2019-01-06 11:00:00
12,13,988.4,...,16.3,...,99,1.5,71,...,...,0.5,...,...,...,...,...,...,2019-01-06 12:00:00
13,14,988.3,...,16.2,...,99,0.9,81,...,...,0.0,...,...,...,...,...,...,2019-01-06 13:00:00
14,15,988.2,...,16.0,...,99,2.5,71,...,...,0.0,...,...,...,...,...,...,2019-01-06 14:00:00
15,16,988.1,...,15.7,...,99,2.6,82,...,...,0.0,...,...,...,...,...,...,2019-01-06 15:00:00
16,17,988.3,...,15.6,...,99,2.6,79,...,...,0.0,...,...,...,...,...,...,2019-01-06 16:00:00
17,18,988.7,...,15.4,...,99,2.5,63,...,...,0.0,...,...,...,...,...,...,2019-01-06 17:00:00
18,19,989.1,...,15.5,...,99,1.6,71,...,...,0.0,...,...,...,...,...,...,2019-01-06 18:00:00
19,20,989.5,...,15.6,...,99,2.5,59,...,...,0.0,...,...,...,...,...,...,2019-01-06 19:00:00
20,21,989.4,...,15.6,...,99,2.5,63,...,...,0.0,...,...,...,...,...,...,2019-01-06 20:00:00
21,22,989.3,...,15.6,...,99,2.3,64,...,...,0.0,...,...,...,...,...,...,2019-01-06 21:00:00
22,23,989.0,...,15.5,...,99,2.0,69,...,...,0.0,...,...,...,...,...,...,2019-01-06 22:00:00
23,24,988.8,...,15.5,...,99,2.5,62,...,...,0.0,...,...,...,...,...,...,2019-01-06 23:00:00
0,1,988.8,...,15.6,...,99,1.9,59,...,...,0.0,...,...,...,...,...,...,2019-01-07 00:00:00
1,2,988.2,...,15.7,...,99,3.0,55,...,...,0.0,...,...,...,...,...,...,2019-01-07 01:00:00
2,3,987.6,...,15.7,...,99,2.3,60,...,...,0.5,...,...,...,...,...,...,2019-01-07 02:00:00
3,4,987.5,...,15.8,...,99,2.0,68,...,...,0.0,...,...,...,...,...,...,2019-01-07 03:00:00
4,5,987.7,...,15.9,...,99,1.2,78,...,...,0.0,...,...,...,...,...,...,2019-01-07 04:00:00
5,6,988.0,...,16.1,...,99,1.7,85,...,...,0.0,...,...,...,...,...,...,2019-01-07 05:00:00
6,7,988.0,...,16.4,...,99,1.7,87,...,...,0.5,...,...,...,...,...,...,2019-01-07 06:00:00
7,8,988.4,...,16.6,...,99,1.7,88,...,...,0.0,...,...,...,...,...,...,2019-01-07 07:00:00
8,9,988.8,...,17.1,...,99,1.0,99,...,...,0.0,...,...,...,...,...,...,2019-01-07 08:00:00
9,10,988.7,...,17.7,...,99,1.7,68,...,...,0.0,...,...,...,...,...,...,2019-01-07 09:00:00
10,11,987.8,...,18.8,...,98,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 10:00:00
11,12,986.9,...,19.9,...,92,0.4,54,...,...,0.0,...,...,...,...,...,...,2019-01-07 11:00:00
12,13,985.8,...,20.9,...,89,0.5,274,...,...,0.0,...,...,...,...,...,...,2019-01-07 12:00:00
13,14,985.4,...,20.7,...,90,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 13:00:00
14,15,985.4,...,20.5,...,90,0.3,281,...,...,0.0,...,...,...,...,...,...,2019-01-07 14:00:00
15,16,985.5,...,20.5,...,93,0.5,312,...,...,0.0,...,...,...,...,...,...,2019-01-07 15:00:00
16,17,985.7,...,19.7,...,92,1.0,335,...,...,0.0,...,...,...,...,...,...,2019-01-07 16:00:00
17,18,986.0,...,18.8,...,97,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 17:00:00
18,19,986.3,...,17.9,...,99,1.4,26,...,...,0.0,...,...,...,...,...,...,2019-01-07 18:00:00
19,20,986.7,...,17.8,...,99,1.0,26,...,...,0.0,...,...,...,...,...,...,2019-01-07 19:00:00
20,21,986.9,...,17.3,...,99,1.2,21,...,...,0.0,...,...,...,...,...,...,2019-01-07 20:00:00
21,22,986.7,...,17.1,...,99,0.3,10,...,...,0.0,...,...,...,...,...,...,2019-01-07 21:00:00
22,23,986.7,...,17.0,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 22:00:00
23,24,986.3,...,16.5,...,99,0.6,11,...,...,0.0,...,...,...,...,...,...,2019-01-07 23:00:00
0,1,986.5,...,16.3,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 00:00:00
1,2,986.7,...,16.3,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 01:00:00
2,3,986.7,...,16.5,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 02:00:00
3,4,986.7,...,16.3,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 03:00:00
4,5,987.4,...,16.4,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 04:00:00
5,6,987.6,...,16.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-08 05:00:00
6,7,988.2,...,16.5,...,99,0.6,19,...,...,0.0,...,...,...,...,...,...,2019-01-08 06:00:00
7,8,988.8,...,17.4,...,99,0.5,40,...,...,0.0,...,...,...,...,...,...,2019-01-08 07:00:00
8,9,989.2,...,17.5,...,99,1.9,66,...,...,0.0,...,...,...,...,...,...,2019-01-08 08:00:00
9,10,989.5,...,17.2,...,99,2.6,63,...,...,0.0,...,...,...,...,...,...,2019-01-08 09:00:00
10,11,989.0,...,17.3,...,99,2.3,70,...,...,0.0,...,...,...,...,...,...,2019-01-08 10:00:00
11,12,988.3,...,17.8,...,99,2.0,51,...,...,0.0,...,...,...,...,...,...,2019-01-08 11:00:00
12,13,987.7,...,18.1,...,99,2.0,75,...,...,0.0,...,...,...,...,...,...,2019-01-08 12:00:00
13,14,987.1,...,17.6,...,99,1.9,71,...,...,0.0,...,...,...,...,...,...,2019-01-08 13:00:00
14,15,986.8,...,17.6,...,99,2.1,80,...,...,0.0,...,...,...,...,...,...,2019-01-08 14:00:00
15,16,987.5,...,17.3,...,99,2.3,62,...,...,0.0,...,...,...,...,...,...,2019-01-08 15:00:00
16,17,987.9,...,17.0,...,99,2.2,59,...,...,0.0,...,...,...,...,...,...,2019-01-08 16:00:00
17,18,988.5,...,16.6,...,99,1.7,61,...,...,0.0,...,...,...,...,...,...,2019-01-08 17:00:00
18,19,988.9,...,16.6,...,99,2.3,61,...,...,0.0,...,...,...,...,...,...,2019-01-08 18:00:00
19,20,989.1,...,16.6,...,99,2.2,69,...,...,0.5,...,...,...,...,...,...,2019-01-08 19:00:00
20,21,989.5,...,16.6,...,99,3.0,66,...,...,0.0,...,...,...,...,...,...,2019-01-08 20:00:00
21,22,989.8,...,16.3,...,99,2.2,68,...,...,0.0,...,...,...,...,...,...,2019-01-08 21:00:00
22,23,990.3,...,16.0,...,99,2.3,74,...,...,0.5,...,...,...,...,...,...,2019-01-08 22:00:00
23,24,990.3,...,15.8,...,99,3.1,70,...,...,0.0,...,...,...,...,...,...,2019-01-08 23:00:00
0,1,990.4,...,15.5,...,99,2.8,66,...,...,0.0,...,...,...,...,...,...,2019-01-09 00:00:00
1,2,990.6,...,15.2,...,99,2.4,71,...,...,0.0,...,...,...,...,...,...,2019-01-09 01:00:00
2,3,990.7,...,15.1,...,99,2.8,68,...,...,0.0,...,...,...,...,...,...,2019-01-09 02:00:00
3,4,990.7,...,14.9,...,99,2.5,76,...,...,0.0,...,...,...,...,...,...,2019-01-09 03:00:00
4,5,991.0,...,14.7,...,99,3.0,69,...,...,0.0,...,...,...,...,...,...,2019-01-09 04:00:00
5,6,991.2,...,14.6,...,99,3.3,73,...,...,0.0,...,...,...,...,...,...,2019-01-09 05:00:00
6,7,991.5,...,14.5,...,99,2.9,66,...,...,0.0,...,...,...,...,...,...,2019-01-09 06:00:00
7,8,991.9,...,14.7,...,99,3.1,65,...,...,0.0,...,...,...,...,...,...,2019-01-09 07:00:00
8,9,992.1,...,15.2,...,99,2.7,69,...,...,0.0,...,...,...,...,...,...,2019-01-09 08:00:00
9,10,992.0,...,15.6,...,99,3.1,65,...,...,0.0,...,...,...,...,...,...,2019-01-09 09:00:00
10,11,991.4,...,16.4,...,99,2.5,56,...,...,0.0,...,...,...,...,...,...,2019-01-09 10:00:00
11,12,990.2,...,16.7,...,99,2.5,55,...,...,0.0,...,...,...,...,...,...,2019-01-09 11:00:00
12,13,989.1,...,16.8,...,99,3.3,71,...,...,0.0,...,...,...,...,...,...,2019-01-09 12:00:00
13,14,988.5,...,17.5,...,98,2.2,73,...,...,0.0,...,...,...,...,...,...,2019-01-09 13:00:00
14,15,988.2,...,17.7,...,96,2.2,66,...,...,0.0,...,...,...,...,...,...,2019-01-09 14:00:00
15,16,988.2,...,16.8,...,99,2.4,70,...,...,0.0,...,...,...,...,...,...,2019-01-09 15:00:00
16,17,988.3,...,16.4,...,99,2.5,79,...,...,0.0,...,...,...,...,...,...,2019-01-09 16:00:00
17,18,988.4,...,16.7,...,99,2.5,87,...,...,0.0,...,...,...,...,...,...,2019-01-09 17:00:00
18,19,988.7,...,17.0,...,99,1.4,103,...,...,0.0,...,...,...,...,...,...,2019-01-09 18:00:00
19,20,988.8,...,17.3,...,99,1.5,92,...,...,0.0,...,...,...,...,...,...,2019-01-09 19:00:00
20,21,988.8,...,17.5,...,99,1.0,83,...,...,0.0,...,...,...,...,...,...,2019-01-09 20:00:00
21,22,988.5,...,17.8,...,99,1.1,124,...,...,0.0,...,...,...,...,...,...,2019-01-09 21:00:00
22,23,987.9,...,17.8,...,99,1.9,84,...,...,0.0,...,...,...,...,...,...,2019-01-09 22:00:00
23,24,987.5,...,17.8,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-09 23:00:00
0,1,987.2,...,18.0,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 00:00:00
1,2,986.8,...,18.3,...,99,0.8,48,...,...,0.0,...,...,...,...,...,...,2019-01-10 01:00:00
2,3,986.6,...,18.2,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 02:00:00
3,4,986.3,...,18.4,...,99,0.3,98,...,...,0.0,...,...,...,...,...,...,2019-01-10 03:00:00
4,5,986.1,...,18.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 04:00:00
5,6,986.3,...,18.0,...,99,1.3,7,...,...,0.0,...,...,...,...,...,...,2019-01-10 05:00:00
6,7,986.5,...,17.3,...,99,1.9,15,...,...,0.0,...,...,...,...,...,...,2019-01-10 06:00:00
7,8,987.0,...,18.0,...,99,0.8,37,...,...,0.0,...,...,...,...,...,...,2019-01-10 07:00:00
8,9,987.4,...,22.7,...,86,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 08:00:00
9,10,987.6,...,25.3,...,76,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 09:00:00
10,11,986.7,...,25.7,...,75,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 10:00:00
11,12,985.6,...,26.1,...,72,1.1,211,...,...,0.0,...,...,...,...,...,...,2019-01-10 11:00:00
12,13,984.6,...,26.7,...,71,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 12:00:00
13,14,984.1,...,23.8,...,86,1.5,67,...,...,0.0,...,...,...,...,...,...,2019-01-10 13:00:00
14,15,984.1,...,24.9,...,80,0.3,51,...,...,0.0,...,...,...,...,...,...,2019-01-10 14:00:00
15,16,984.3,...,22.9,...,89,1.9,35,...,...,0.0,...,...,...,...,...,...,2019-01-10 15:00:00
16,17,984.9,...,21.8,...,94,0.3,62,...,...,0.0,...,...,...,...,...,...,2019-01-10 16:00:00
17,18,985.5,...,21.1,...,95,1.2,76,...,...,0.0,...,...,...,...,...,...,2019-01-10 17:00:00
18,19,985.7,...,20.2,...,99,1.0,69,...,...,0.0,...,...,...,...,...,...,2019-01-10 18:00:00
19,20,985.7,...,19.3,...,99,1.3,48,...,...,0.0,...,...,...,...,...,...,2019-01-10 19:00:00
20,21,986.0,...,18.9,...,99,1.3,35,...,...,0.0,...,...,...,...,...,...,2019-01-10 20:00:00
21,22,985.9,...,18.4,...,99,1.0,25,...,...,0.0,...,...,...,...,...,...,2019-01-10 21:00:00
22,23,986.1,...,18.2,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 22:00:00
23,24,985.8,...,17.8,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 23:00:00
0,1,985.6,...,17.6,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 00:00:00
1,2,985.6,...,17.3,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 01:00:00
2,3,985.3,...,17.5,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 02:00:00
3,4,984.8,...,17.5,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 03:00:00
