,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,
0,1,995.9,...,14.2,...,99,4.1,94,...,...,0.0,...,...,...,...,...,...,2019-01-01 00:00:00
1,2,995.5,...,14.2,...,99,3.5,86,...,...,0.0,...,...,...,...,...,...,2019-01-01 01:00:00
2,3,995.0,...,14.3,...,99,4.4,91,...,...,0.0,...,...,...,...,...,...,2019-01-01 02:00:00
3,4,994.8,...,14.3,...,99,4.0,89,...,...,0.0,...,...,...,...,...,...,2019-01-01 03:00:00
4,5,994.9,...,14.2,...,99,3.4,88,...,...,0.0,...,...,...,...,...,...,2019-01-01 04:00:00
5,6,995.3,...,14.4,...,99,3.9,84,...,...,0.0,...,...,...,...,...,...,2019-01-01 05:00:00
6,7,996.0,...,14.3,...,99,4.7,86,...,...,0.0,...,...,...,...,...,...,2019-01-01 06:00:00
7,8,996.6,...,14.6,...,99,4.7,93,...,...,0.0,...,...,...,...,...,...,2019-01-01 07:00:00
8,9,997.1,...,15.0,...,97,4.7,90,...,...,0.0,...,...,...,...,...,...,2019-01-01 08:00:00
9,10,997.0,...,15.4,...,93,5.5,85,...,...,0.0,...,...,...,...,...,...,2019-01-01 09:00:00
10,11,996.1,...,15.5,...,92,6.4,87,...,...,0.0,...,...,...,...,...,...,2019-01-01 10:00:00
11,12,995.1,...,15.5,...,90,5.8,90,...,...,0.0,...,...,...,...,...,...,2019-01-01 11:00:00
12,13,994.1,...,15.9,...,89,6.5,88,...,...,0.0,...,...,...,...,...,...,2019-01-01 12:00:00
13,14,993.7,...,15.4,...,93,5.8,98,...,...,0.0,...,...,...,...,...,...,2019-01-01 13:00:00
14,15,993.8,...,15.3,...,95,4.8,95,...,...,0.0,...,...,...,...,...,...,2019-01-01 14:00:00
15,16,994.4,...,15.4,...,92,4.4,90,...,...,0.0,...,...,...,...,...,...,2019-01-01 15:00:00
16,17,994.8,...,14.9,...,94,6.0,93,...,...,0.0,...,...,...,...,...,...,2019-01-01 16:00:00
17,18,994.8,...,14.1,...,99,4.9,97,...,...,0.0,...,...,...,...,...,...,2019-01-01 17:00:00
18,19,994.7,...,14.0,...,99,6.4,88,...,...,0.0,...,...,...,...,...,...,2019-01-01 18:00:00
19,20,995.0,...,14.2,...,99,6.1,93,...,...,0.0,...,...,...,...,...,...,2019-01-01 19:00:00
20,21,994.9,...,14.1,...,99,6.2,91,...,...,0.0,...,...,...,...,...,...,2019-01-01 20:00:00
21,22,995.1,...,14.1,...,99,5.6,94,...,...,0.0,...,...,...,...,...,...,2019-01-01 21:00:00
22,23,995.0,...,14.1,...,99,5.6,87,...,...,0.0,...,...,...,...,...,...,2019-01-01 22:00:00
23,24,995.0,...,14.1,...,99,6.1,85,...,...,0.0,...,...,...,...,...,...,2019-01-01 23:00:00
0,1,995.1,...,14.3,...,99,4.4,88,...,...,0.0,...,...,...,...,...,...,2019-01-02 00:00:00
1,2,994.8,...,14.3,...,99,5.5,94,...,...,0.0,...,...,...,...,...,...,2019-01-02 01:00:00
2,3,994.7,...,14.0,...,99,4.3,96,...,...,0.0,...,...,...,...,...,...,2019-01-02 02:00:00
3,4,994.3,...,14.1,...,99,4.6,97,...,...,0.0,...,...,...,...,...,...,2019-01-02 03:00:00
4,5,994.1,...,14.0,...,99,4.8,100,...,...,0.0,...,...,...,...,...,...,2019-01-02 04:00:00
5,6,994.1,...,14.1,...,99,6.1,96,...,...,0.0,...,...,...,...,...,...,2019-01-02 05:00:00
6,7,995.3,...,14.4,...,99,4.4,88,...,...,0.5,...,...,...,...,...,...,2019-01-02 06:00:00
7,8,995.7,...,14.5,...,99,4.6,96,...,...,0.5,...,...,...,...,...,...,2019-01-02 07:00:00
8,9,996.3,...,14.6,...,99,4.7,95,...,...,0.0,...,...,...,...,...,...,2019-01-02 08:00:00
9,10,995.7,...,14.8,...,99,6.0,93,...,...,0.0,...,...,...,...,...,...,2019-01-02 09:00:00
10,11,994.7,...,15.1,...,99,5.9,95,...,...,0.0,...,...,...,...,...,...,2019-01-02 10:00:00
11,12,993.2,...,15.6,...,98,6.1,92,...,...,0.0,...,...,...,...,...,...,2019-01-02 11:00:00
12,13,992.3,...,15.7,...,97,7.2,95,...,...,0.0,...,...,...,...,...,...,2019-01-02 12:00:00
13,14,991.7,...,15.8,...,97,6.9,96,...,...,0.0,...,...,...,...,...,...,2019-01-02 13:00:00
14,15,991.8,...,15.6,...,99,5.9,97,...,...,0.0,...,...,...,...,...,...,2019-01-02 14:00:00
15,16,992.3,...,15.5,...,99,4.5,96,...,...,0.0,...,...,...,...,...,...,2019-01-02 15:00:00
16,17,992.8,...,15.5,...,99,5.0,103,...,...,0.0,...,...,...,...,...,...,2019-01-02 16:00:00
17,18,993.2,...,15.5,...,99,5.5,93,...,...,0.5,...,...,...,...,...,...,2019-01-02 17:00:00
18,19,993.8,...,15.6,...,99,4.5,92,...,...,0.0,...,...,...,...,...,...,2019-01-02 18:00:00
19,20,993.8,...,15.8,...,99,5.8,95,...,...,0.5,...,...,...,...,...,...,2019-01-02 19:00:00
20,21,993.8,...,16.1,...,99,5.2,94,...,...,0.0,...,...,...,...,...,...,2019-01-02 20:00:00
21,22,993.9,...,16.0,...,99,3.8,91,...,...,0.5,...,...,...,...,...,...,2019-01-02 21:00:00
22,23,993.9,...,15.9,...,99,3.5,93,...,...,0.0,...,...,...,...,...,...,2019-01-02 22:00:00
23,24,994.2,...,15.8,...,99,2.3,80,...,...,0.5,...,...,...,...,...,...,2019-01-02 23:00:00
0,1,994.4,...,15.7,...,99,1.4,65,...,...,0.5,...,...,...,...,...,...,2019-01-03 00:00:00
1,2,994.0,...,15.8,...,99,1.0,45,...,...,0.5,...,...,...,...,...,...,2019-01-03 01:00:00
2,3,993.6,...,15.4,...,99,0.8,53,...,...,0.5,...,...,...,...,...,...,2019-01-03 02:00:00
3,4,994.0,...,15.4,...,99,1.0,315,...,...,1.0,...,...,...,...,...,...,2019-01-03 03:00:00
4,5,994.1,...,15.4,...,99,0.6,45,...,...,2.0,...,...,...,...,...,...,2019-01-03 04:00:00
5,6,994.0,...,15.3,...,99,2.7,88,...,...,2.0,...,...,...,...,...,...,2019-01-03 05:00:00
6,7,994.8,...,15.6,...,99,3.7,95,...,...,0.0,...,...,...,...,...,...,2019-01-03 06:00:00
7,8,995.4,...,15.7,...,99,4.0,97,...,...,0.5,...,...,...,...,...,...,2019-01-03 07:00:00
8,9,995.7,...,15.9,...,99,5.1,98,...,...,0.5,...,...,...,...,...,...,2019-01-03 08:00:00
9,10,995.5,...,16.1,...,99,4.5,97,...,...,0.0,...,...,...,...,...,...,2019-01-03 09:00:00
10,11,995.3,...,16.7,...,99,4.0,95,...,...,0.0,...,...,...,...,...,...,2019-01-03 10:00:00
11,12,994.4,...,16.8,...,99,4.7,93,...,...,0.0,...,...,...,...,...,...,2019-01-03 11:00:00
12,13,993.1,...,17.1,...,99,3.8,95,...,...,0.0,...,...,...,...,...,...,2019-01-03 12:00:00
13,14,992.7,...,17.2,...,99,5.9,96,...,...,0.0,...,...,...,...,...,...,2019-01-03 13:00:00
14,15,992.8,...,17.2,...,99,5.4,90,...,...,0.0,...,...,...,...,...,...,2019-01-03 14:00:00
15,16,993.4,...,17.3,...,99,5.2,95,...,...,0.0,...,...,...,...,...,...,2019-01-03 15:00:00
16,17,993.0,...,17.1,...,99,6.4,102,...,...,0.0,...,...,...,...,...,...,2019-01-03 16:00:00
17,18,993.9,...,16.9,...,99,5.4,92,...,...,0.0,...,...,...,...,...,...,2019-01-03 17:00:00
18,19,994.0,...,17.1,...,99,5.9,101,...,...,0.0,...,...,...,...,...,...,2019-01-03 18:00:00
19,20,993.3,...,17.3,...,99,6.7,100,...,...,0.0,...,...,...,...,...,...,2019-01-03 19:00:00
20,21,993.0,...,17.5,...,99,6.1,101,...,...,0.0,...,...,...,...,...,...,2019-01-03 20:00:00
21,22,992.6,...,17.8,...,99,7.2,95,...,...,0.0,...,...,...,...,...,...,2019-01-03 21:00:00
22,23,991.9,...,18.0,...,99,6.7,93,...,...,0.0,...,...,...,...,...,...,2019-01-03 22:00:00
23,24,991.6,...,18.5,...,99,6.7,97,...,...,0.0,...,...,...,...,...,...,2019-01-03 23:00:00
0,1,991.3,...,18.8,...,99,6.4,97,...,...,0.0,...,...,...,...,...,...,2019-01-04 00:00:00
1,2,990.9,...,19.1,...,99,6.9,93,...,...,0.0,...,...,...,...,...,...,2019-01-04 01:00:00
2,3,990.5,...,19.2,...,99,4.7,99,...,...,0.0,...,...,...,...,...,...,2019-01-04 02:00:00
3,4,990.5,...,19.3,...,99,4.3,94,...,...,0.0,...,...,...,...,...,...,2019-01-04 03:00:00
4,5,990.7,...,19.4,...,98,3.7,99,...,...,0.0,...,...,...,...,...,...,2019-01-04 04:00:00
5,6,990.9,...,19.5,...,96,3.9,88,...,...,0.0,...,...,...,...,...,...,2019-01-04 05:00:00
6,7,991.2,...,19.6,...,97,4.3,81,...,...,0.0,...,...,...,...,...,...,2019-01-04 06:00:00
7,8,991.5,...,20.8,...,94,4.1,95,...,...,0.0,...,...,...,...,...,...,2019-01-04 07:00:00
8,9,991.7,...,21.9,...,91,5.2,94,...,...,0.0,...,...,...,...,...,...,2019-01-04 08:00:00
9,10,991.0,...,23.0,...,88,4.4,97,...,...,0.0,...,...,...,...,...,...,2019-01-04 09:00:00
10,11,990.6,...,24.5,...,81,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 10:00:00
11,12,989.8,...,23.5,...,85,2.6,244,...,...,0.0,...,...,...,...,...,...,2019-01-04 11:00:00
12,13,989.2,...,23.0,...,79,2.3,251,...,...,0.0,...,...,...,...,...,...,2019-01-04 12:00:00
13,14,988.8,...,21.8,...,88,1.7,257,...,...,0.0,...,...,...,...,...,...,2019-01-04 13:00:00
14,15,988.7,...,19.5,...,99,2.8,303,...,...,0.0,...,...,...,...,...,...,2019-01-04 14:00:00
15,16,989.2,...,17.9,...,99,3.6,296,...,...,0.0,...,...,...,...,...,...,2019-01-04 15:00:00
16,17,990.0,...,17.6,...,99,2.0,304,...,...,0.0,...,...,...,...,...,...,2019-01-04 16:00:00
17,18,990.5,...,16.9,...,99,2.9,299,...,...,0.0,...,...,...,...,...,...,2019-01-04 17:00:00
18,19,990.9,...,16.7,...,99,2.4,299,...,...,0.0,...,...,...,...,...,...,2019-01-04 18:00:00
19,20,991.0,...,16.9,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 19:00:00
20,21,990.9,...,17.1,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-04 20:00:00
21,22,990.7,...,17.0,...,99,2.0,311,...,...,0.0,...,...,...,...,...,...,2019-01-04 21:00:00
22,23,990.7,...,16.7,...,99,2.0,297,...,...,0.0,...,...,...,...,...,...,2019-01-04 22:00:00
23,24,990.7,...,16.6,...,99,1.7,304,...,...,0.0,...,...,...,...,...,...,2019-01-04 23:00:00
0,1,990.3,...,16.8,...,99,0.4,132,...,...,0.0,...,...,...,...,...,...,2019-01-05 00:00:00
1,2,990.2,...,16.7,...,99,1.1,311,...,...,0.0,...,...,...,...,...,...,2019-01-05 01:00:00
2,3,989.4,...,16.7,...,99,1.5,311,...,...,0.0,...,...,...,...,...,...,2019-01-05 02:00:00
3,4,988.7,...,16.8,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 03:00:00
4,5,988.6,...,16.7,...,99,0.5,346,...,...,0.0,...,...,...,...,...,...,2019-01-05 04:00:00
5,6,988.9,...,16.7,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 05:00:00
6,7,989.3,...,16.8,...,99,0.6,349,...,...,0.0,...,...,...,...,...,...,2019-01-05 06:00:00
7,8,989.8,...,16.9,...,99,0.7,7,...,...,0.0,...,...,...,...,...,...,2019-01-05 07:00:00
8,9,990.3,...,16.8,...,99,1.6,354,...,...,0.0,...,...,...,...,...,...,2019-01-05 08:00:00
9,10,990.8,...,16.8,...,99,1.3,356,...,...,0.0,...,...,...,...,...,...,2019-01-05 09:00:00
10,11,990.7,...,17.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 10:00:00
11,12,990.1,...,17.4,...,99,1.0,1,...,...,0.0,...,...,...,...,...,...,2019-01-05 11:00:00
12,13,989.3,...,17.9,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 12:00:00
13,14,988.9,...,17.8,...,99,0.8,32,...,...,0.0,...,...,...,...,...,...,2019-01-05 13:00:00
14,15,988.2,...,17.8,...,99,1.5,5,...,...,0.0,...,...,...,...,...,...,2019-01-05 14:00:00
15,16,988.5,...,17.8,...,99,1.1,9,...,...,0.0,...,...,...,...,...,...,2019-01-05 15:00:00
16,17,988.7,...,17.6,...,99,1.4,357,...,...,0.0,...,...,...,...,...,...,2019-01-05 16:00:00
17,18,989.2,...,17.2,...,99,1.6,14,...,...,0.0,...,...,...,...,...,...,2019-01-05 17:00:00
18,19,989.5,...,17.4,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 18:00:00
19,20,989.9,...,17.8,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-05 19:00:00
20,21,990.0,...,17.7,...,99,0.9,85,...,...,0.0,...,...,...,...,...,...,2019-01-05 20:00:00
21,22,990.1,...,17.5,...,99,0.2,0,...,...,0.5,...,...,...,...,...,...,2019-01-05 21:00:00
22,23,989.7,...,17.3,...,99,0.5,128,...,...,3.5,...,...,...,...,...,...,2019-01-05 22:00:00
23,24,990.0,...,17.1,...,99,2.9,337,...,...,2.0,...,...,...,...,...,...,2019-01-05 23:00:00
0,1,990.1,...,16.4,...,99,3.2,350,...,...,1.5,...,...,...,...,...,...,2019-01-06 00:00:00
1,2,990.4,...,15.6,...,99,2.3,345,...,...,1.5,...,...,...,...,...,...,2019-01-06 01:00:00
2,3,990.6,...,14.7,...,99,3.8,346,...,...,1.0,...,...,...,...,...,...,2019-01-06 02:00:00
3,4,990.3,...,14.0,...,99,4.3,355,...,...,0.5,...,...,...,...,...,...,2019-01-06 03:00:00
4,5,990.6,...,14.6,...,99,2.3,28,...,...,1.5,...,...,...,...,...,...,2019-01-06 04:00:00
5,6,991.0,...,15.2,...,99,2.2,18,...,...,0.0,...,...,...,...,...,...,2019-01-06 05:00:00
6,7,991.7,...,15.7,...,99,3.1,14,...,...,0.5,...,...,...,...,...,...,2019-01-06 06:00:00
7,8,992.3,...,15.4,...,99,3.5,13,...,...,1.0,...,...,...,...,...,...,2019-01-06 07:00:00
8,9,993.0,...,15.4,...,99,3.3,4,...,...,0.5,...,...,...,...,...,...,2019-01-06 08:00:00
9,10,993.2,...,15.5,...,99,3.4,24,...,...,0.5,...,...,...,...,...,...,2019-01-06 09:00:00
10,11,992.8,...,15.4,...,99,3.1,13,...,...,0.5,...,...,...,...,...,...,2019-01-06 10:00:00
11,12,991.8,...,15.7,...,99,3.2,26,...,...,0.0,...,...,...,...,...,...,2019-01-06 11:00:00
12,13,991.1,...,16.0,...,99,2.4,26,...,...,0.0,...,...,...,...,...,...,2019-01-06 12:00:00
13,14,990.7,...,15.8,...,99,2.8,15,...,...,0.0,...,...,...,...,...,...,2019-01-06 13:00:00
14,15,990.5,...,16.7,...,99,3.6,85,...,...,0.0,...,...,...,...,...,...,2019-01-06 14:00:00
15,16,990.1,...,16.6,...,99,4.3,88,...,...,0.0,...,...,...,...,...,...,2019-01-06 15:00:00
16,17,990.0,...,16.0,...,99,4.7,97,...,...,0.0,...,...,...,...,...,...,2019-01-06 16:00:00
17,18,990.3,...,15.9,...,99,6.2,94,...,...,0.0,...,...,...,...,...,...,2019-01-06 17:00:00
18,19,990.8,...,15.8,...,99,5.0,94,...,...,0.0,...,...,...,...,...,...,2019-01-06 18:00:00
19,20,991.0,...,15.9,...,99,6.3,95,...,...,0.0,...,...,...,...,...,...,2019-01-06 19:00:00
20,21,991.2,...,15.8,...,99,5.0,97,...,...,0.0,...,...,...,...,...,...,2019-01-06 20:00:00
21,22,991.1,...,15.8,...,99,4.9,93,...,...,0.0,...,...,...,...,...,...,2019-01-06 21:00:00
22,23,990.7,...,16.0,...,99,5.8,97,...,...,0.0,...,...,...,...,...,...,2019-01-06 22:00:00
23,24,990.6,...,15.9,...,99,5.8,94,...,...,0.0,...,...,...,...,...,...,2019-01-06 23:00:00
0,1,990.4,...,15.9,...,99,5.0,94,...,...,0.0,...,...,...,...,...,...,2019-01-07 00:00:00
1,2,989.8,...,15.7,...,99,5.2,100,...,...,0.0,...,...,...,...,...,...,2019-01-07 01:00:00
2,3,989.3,...,15.8,...,99,5.1,102,...,...,0.0,...,...,...,...,...,...,2019-01-07 02:00:00
3,4,989.0,...,16.0,...,99,5.6,101,...,...,0.0,...,...,...,...,...,...,2019-01-07 03:00:00
4,5,989.4,...,16.4,...,99,6.0,99,...,...,0.0,...,...,...,...,...,...,2019-01-07 04:00:00
5,6,989.6,...,16.7,...,99,5.1,98,...,...,0.0,...,...,...,...,...,...,2019-01-07 05:00:00
6,7,989.8,...,16.8,...,99,5.1,100,...,...,0.0,...,...,...,...,...,...,2019-01-07 06:00:00
7,8,990.0,...,17.3,...,98,6.1,97,...,...,0.0,...,...,...,...,...,...,2019-01-07 07:00:00
8,9,990.4,...,17.7,...,97,5.9,97,...,...,0.0,...,...,...,...,...,...,2019-01-07 08:00:00
9,10,990.3,...,18.8,...,92,4.8,89,...,...,0.0,...,...,...,...,...,...,2019-01-07 09:00:00
10,11,989.5,...,19.5,...,90,5.8,93,...,...,0.0,...,...,...,...,...,...,2019-01-07 10:00:00
11,12,988.7,...,20.2,...,89,5.6,92,...,...,0.0,...,...,...,...,...,...,2019-01-07 11:00:00
12,13,987.9,...,20.8,...,86,3.9,95,...,...,0.0,...,...,...,...,...,...,2019-01-07 12:00:00
13,14,987.5,...,20.8,...,87,3.6,96,...,...,0.0,...,...,...,...,...,...,2019-01-07 13:00:00
14,15,987.3,...,21.2,...,87,2.9,105,...,...,0.0,...,...,...,...,...,...,2019-01-07 14:00:00
15,16,987.8,...,21.1,...,88,2.8,93,...,...,0.0,...,...,...,...,...,...,2019-01-07 15:00:00
16,17,988.1,...,20.6,...,91,2.2,104,...,...,0.0,...,...,...,...,...,...,2019-01-07 16:00:00
17,18,988.2,...,19.8,...,95,1.8,116,...,...,0.0,...,...,...,...,...,...,2019-01-07 17:00:00
18,19,988.8,...,19.7,...,95,1.1,67,...,...,0.0,...,...,...,...,...,...,2019-01-07 18:00:00
19,20,989.1,...,19.8,...,95,1.2,94,...,...,0.0,...,...,...,...,...,...,2019-01-07 19:00:00
20,21,989.5,...,19.9,...,95,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 20:00:00
21,22,989.5,...,19.8,...,94,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-07 21:00:00
22,23,989.0,...,19.5,...,97,0.8,152,...,...,0.0,...,...,...,...,...,...,2019-01-07 22:00:00
23,24,989.1,...,19.4,...,97,1.3,295,...,...,0.0,...,...,...,...,...,...,2019-01-07 23:00:00
0,1,989.2,...,18.7,...,99,1.1,301,...,...,0.0,...,...,...,...,...,...,2019-01-08 00:00:00
1,2,989.2,...,18.4,...,99,0.4,229,...,...,0.0,...,...,...,...,...,...,2019-01-08 01:00:00
2,3,989.2,...,18.4,...,99,0.4,297,...,...,0.0,...,...,...,...,...,...,2019-01-08 02:00:00
3,4,989.2,...,18.2,...,99,1.6,334,...,...,0.0,...,...,...,...,...,...,2019-01-08 03:00:00
4,5,989.8,...,17.6,...,99,2.4,352,...,...,0.0,...,...,...,...,...,...,2019-01-08 04:00:00
5,6,990.2,...,17.3,...,99,2.6,359,...,...,0.0,...,...,...,...,...,...,2019-01-08 05:00:00
6,7,990.9,...,17.2,...,99,2.3,3,...,...,0.0,...,...,...,...,...,...,2019-01-08 06:00:00
7,8,991.5,...,16.8,...,99,3.7,7,...,...,0.0,...,...,...,...,...,...,2019-01-08 07:00:00
8,9,991.9,...,16.6,...,99,2.9,5,...,...,0.0,...,...,...,...,...,...,2019-01-08 08:00:00
9,10,991.7,...,16.8,...,99,2.6,8,...,...,0.0,...,...,...,...,...,...,2019-01-08 09:00:00
10,11,991.4,...,17.1,...,99,3.6,10,...,...,0.0,...,...,...,...,...,...,2019-01-08 10:00:00
11,12,990.9,...,17.4,...,99,3.5,12,...,...,0.0,...,...,...,...,...,...,2019-01-08 11:00:00
12,13,990.0,...,17.9,...,99,3.3,11,...,...,0.0,...,...,...,...,...,...,2019-01-08 12:00:00
13,14,989.4,...,17.7,...,99,2.7,12,...,...,0.0,...,...,...,...,...,...,2019-01-08 13:00:00
14,15,989.2,...,18.6,...,94,2.3,62,...,...,0.0,...,...,...,...,...,...,2019-01-08 14:00:00
15,16,989.7,...,17.4,...,99,2.3,16,...,...,0.0,...,...,...,...,...,...,2019-01-08 15:00:00
16,17,990.1,...,17.7,...,99,2.1,57,...,...,0.0,...,...,...,...,...,...,2019-01-08 16:00:00
17,18,990.7,...,17.6,...,99,3.3,83,...,...,0.0,...,...,...,...,...,...,2019-01-08 17:00:00
18,19,991.0,...,17.4,...,99,4.3,90,...,...,0.0,...,...,...,...,...,...,2019-01-08 18:00:00
19,20,991.0,...,17.2,...,99,3.9,92,...,...,0.0,...,...,...,...,...,...,2019-01-08 19:00:00
20,21,991.4,...,17.2,...,99,3.9,92,...,...,0.0,...,...,...,...,...,...,2019-01-08 20:00:00
21,22,992.0,...,17.0,...,99,5.4,100,...,...,0.0,...,...,...,...,...,...,2019-01-08 21:00:00
22,23,992.4,...,16.7,...,99,4.5,98,...,...,0.0,...,...,...,...,...,...,2019-01-08 22:00:00
23,24,992.5,...,16.4,...,99,4.1,95,...,...,0.0,...,...,...,...,...,...,2019-01-08 23:00:00
0,1,992.9,...,16.2,...,98,4.1,96,...,...,0.0,...,...,...,...,...,...,2019-01-09 00:00:00
1,2,992.9,...,15.8,...,99,3.9,92,...,...,0.0,...,...,...,...,...,...,2019-01-09 01:00:00
2,3,992.7,...,15.6,...,99,4.7,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 02:00:00
3,4,992.6,...,15.4,...,99,4.3,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 03:00:00
4,5,992.7,...,15.2,...,99,3.7,94,...,...,0.0,...,...,...,...,...,...,2019-01-09 04:00:00
5,6,992.8,...,15.1,...,99,5.5,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 05:00:00
6,7,993.1,...,14.9,...,99,6.3,92,...,...,0.0,...,...,...,...,...,...,2019-01-09 06:00:00
7,8,993.6,...,15.2,...,99,6.2,95,...,...,0.0,...,...,...,...,...,...,2019-01-09 07:00:00
8,9,993.5,...,15.8,...,99,7.0,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 08:00:00
9,10,993.5,...,16.5,...,97,6.5,100,...,...,0.0,...,...,...,...,...,...,2019-01-09 09:00:00
10,11,992.4,...,16.9,...,93,8.5,93,...,...,0.0,...,...,...,...,...,...,2019-01-09 10:00:00
11,12,991.6,...,17.6,...,90,6.8,93,...,...,0.0,...,...,...,...,...,...,2019-01-09 11:00:00
12,13,990.5,...,17.6,...,91,6.8,87,...,...,0.0,...,...,...,...,...,...,2019-01-09 12:00:00
13,14,989.6,...,17.9,...,91,7.1,95,...,...,0.0,...,...,...,...,...,...,2019-01-09 13:00:00
14,15,989.4,...,17.8,...,92,6.4,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 14:00:00
15,16,989.4,...,17.6,...,93,6.6,89,...,...,0.0,...,...,...,...,...,...,2019-01-09 15:00:00
16,17,989.6,...,17.4,...,95,6.5,97,...,...,0.0,...,...,...,...,...,...,2019-01-09 16:00:00
17,18,989.8,...,17.5,...,95,5.8,91,...,...,0.0,...,...,...,...,...,...,2019-01-09 17:00:00
18,19,990.3,...,17.6,...,97,5.7,89,...,...,0.0,...,...,...,...,...,...,2019-01-09 18:00:00
19,20,990.5,...,17.8,...,97,5.0,89,...,...,0.0,...,...,...,...,...,...,2019-01-09 19:00:00
20,21,990.5,...,18.1,...,96,5.5,90,...,...,0.0,...,...,...,...,...,...,2019-01-09 20:00:00
21,22,990.0,...,18.3,...,96,5.7,95,...,...,0.0,...,...,...,...,...,...,2019-01-09 21:00:00
22,23,989.7,...,18.4,...,97,5.3,89,...,...,0.0,...,...,...,...,...,...,2019-01-09 22:00:00
23,24,989.5,...,18.8,...,96,5.3,89,...,...,0.0,...,...,...,...,...,...,2019-01-09 23:00:00
0,1,989.1,...,19.0,...,96,4.3,87,...,...,0.0,...,...,...,...,...,...,2019-01-10 00:00:00
1,2,988.9,...,19.3,...,95,3.8,94,...,...,0.0,...,...,...,...,...,...,2019-01-10 01:00:00
2,3,988.7,...,19.4,...,95,3.0,87,...,...,0.0,...,...,...,...,...,...,2019-01-10 02:00:00
3,4,988.4,...,19.5,...,96,3.0,99,...,...,0.0,...,...,...,...,...,...,2019-01-10 03:00:00
4,5,988.1,...,19.4,...,98,3.8,98,...,...,0.0,...,...,...,...,...,...,2019-01-10 04:00:00
5,6,988.6,...,19.4,...,98,2.2,81,...,...,0.0,...,...,...,...,...,...,2019-01-10 05:00:00
6,7,988.9,...,19.4,...,99,2.2,95,...,...,0.0,...,...,...,...,...,...,2019-01-10 06:00:00
7,8,989.8,...,20.6,...,92,0.4,15,...,...,0.0,...,...,...,...,...,...,2019-01-10 07:00:00
8,9,990.3,...,21.8,...,86,0.9,51,...,...,0.0,...,...,...,...,...,...,2019-01-10 08:00:00
9,10,990.3,...,22.4,...,84,0.4,109,...,...,0.0,...,...,...,...,...,...,2019-01-10 09:00:00
10,11,989.8,...,23.4,...,82,1.8,304,...,...,0.0,...,...,...,...,...,...,2019-01-10 10:00:00
11,12,988.9,...,21.6,...,95,0.8,306,...,...,0.0,...,...,...,...,...,...,2019-01-10 11:00:00
12,13,987.6,...,23.3,...,88,0.9,344,...,...,0.0,...,...,...,...,...,...,2019-01-10 12:00:00
13,14,987.0,...,21.8,...,93,2.6,305,...,...,0.0,...,...,...,...,...,...,2019-01-10 13:00:00
14,15,987.2,...,19.4,...,99,2.1,296,...,...,0.0,...,...,...,...,...,...,2019-01-10 14:00:00
15,16,987.3,...,18.8,...,99,1.5,324,...,...,0.0,...,...,...,...,...,...,2019-01-10 15:00:00
16,17,987.6,...,18.9,...,99,1.0,324,...,...,0.0,...,...,...,...,...,...,2019-01-10 16:00:00
17,18,988.1,...,18.9,...,99,0.8,227,...,...,0.0,...,...,...,...,...,...,2019-01-10 17:00:00
18,19,988.3,...,19.0,...,99,1.0,286,...,...,0.0,...,...,...,...,...,...,2019-01-10 18:00:00
19,20,988.3,...,19.8,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 19:00:00
20,21,988.5,...,20.1,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-10 20:00:00
21,22,988.6,...,20.1,...,99,0.8,110,...,...,0.0,...,...,...,...,...,...,2019-01-10 21:00:00
22,23,988.4,...,19.9,...,99,0.6,132,...,...,0.0,...,...,...,...,...,...,2019-01-10 22:00:00
23,24,988.4,...,19.7,...,99,1.6,341,...,...,0.0,...,...,...,...,...,...,2019-01-10 23:00:00
0,1,988.4,...,19.3,...,99,0.7,309,...,...,0.0,...,...,...,...,...,...,2019-01-11 00:00:00
1,2,988.2,...,18.9,...,99,0.0,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 01:00:00
2,3,987.6,...,19.1,...,99,0.1,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 02:00:00
3,4,987.3,...,19.1,...,99,0.2,0,...,...,0.0,...,...,...,...,...,...,2019-01-11 03:00:00
